"cnpj","nome_coop","naturezaJuridica","situacao","regimeEspecial","logradouro","complemento","bairro","municipio","uf","cep","endereco_eletronico","email","telefone_ddd","telefone_numero","segmento_prudencial","ato_presi","nome_Liquidante","filiacao","filiacao_central"
86585049,"COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  LEOPOLDINO DE OLIVEIRA","2771","ABADIA","UBERABA","MG","38015000","","uberaba333900@sicoobcrediminas.com.br","34","33337333","S5",NA,NA,NA,NA
17361536,"COOPERATIVA DE CRÉDITO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"R EDGARD BOY ROSSI N  70","","CENTRO","IPATINGA","MG","35160015","","cosmipa@cosmipa.com.br","31","361709099","S5",NA,NA,NA,NA
5392810,"COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA JOSE JOAO MURARO   1587","","JARDIM PORTO ALEGRE","TOLEDO","PR","85906360","","sicoob@sicoobtoledo.com.br","45","31257000","S5",NA,NA,NA,NA
9590601,"COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA HUMBERTO DE CAMPOS, Nº 909","","SAGRADO CORAÇÃO DE J","LAGES","SC","88508190","www.credicomin.coop.br","credicomin@credicomin.coop.br","47","32314621","S5",NA,NA,NA,NA
57987273,"COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS EMPREGADOS CELETISTAS DE COOPERATIVAS DOS ESTADOS DE SÃO PAULO E MINAS GERAIS - COCREUNI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA AMÉRICO BRASILIENSE, 405","3º ANDAR - SALAS 313 E 314 - EDIFÍCIO SANTA LYDIA","CENTRO","RIBEIRAO PRETO","SP","14015050","www.cocreuni.com.br","coopercarol@carol.com.br","16","34417420","S5",NA,NA,NA,NA
28435685,"COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS TRABALHADORES NAS EMPRESAS DE TECNOLOGIA E INFORMÁTICA DE BELO HORIZONTE E CIDADES LIMÍTROFES LTDA - COOPERINFOR","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA OURO PRETO  1668","6  ANDAR","SANTO AGOSTINHO","BELO HORIZONTE","MG","30170048","","","31","33191900","S5",NA,NA,NA,NA
4529074,"COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  TOLEDO  247","","CENTRO","CASCAVEL","PR","85810230","","sicoobcascavel@sicoobcascavel.com.br","45","33213200","S5",NA,NA,NA,NA
4247370,"COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DO COMÉRCIO, 207","","CENTRO","CONCORDIA","SC","89700085","","transcredi@transcredi.com.br","49","34443800","S5",NA,NA,NA,NA
37395399,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA T 8  N  109","","SETOR MARISTA","GOIANIA","GO","74150060","http://www.unisicoob.com.br/unicentrobrasileira/","ucb.correio@unicredsys.com.br","62","32212000","S5",NA,NA,NA,NA
7502031,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO OESTE LTDA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA GOIÁS NORTE, N. 359","","CENTRO","GOIANESIA","GO","76380106","www.sicoobemprecred.com.br","emprecred@sicoobgoias.com.br","62","33533303","S5",NA,NA,NA,NA
952415,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDFAZ LTDA. - SICOOB CREDFAZ","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"SCS, QUADRA 06, BLOCO A, Nº 172, LOJAS 187 E 197","EDIFÍCIO JESSÉ FREIRE","ASA SUL","BRASILIA","DF","70306908","www.credfaz.org.br","credfaz@credfaz.org.br","61","30358299","S5",NA,NA,NA,NA
2338666,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDIEMBRAPA LTDA - SICOOB.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"SHIS QL 06 CONJ. 06 CASA 20","LAGO SUL","LAGO SUL","BRASILIA","DF","71620065","www.crediembrapa.com.br","sac@crediembrapa.com.br","61","21074011","S5",NA,NA,NA,NA
10209619,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA 1126 N  505 LOJA 03  QUADRA 230","","SETOR MARISTA","GOIANIA","GO","74175130","www.sicoobcrediadag.com.br","crediadag@sicoobcrediadag.com.br","62","32732024","S5",NA,NA,NA,NA
14046512,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  GETULIO VARGAS  330","","CENTRO","CHAPADA GAUCHA","MG","39314000","","","38","36341414","S5",NA,NA,NA,NA
11907520,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA PRESIDENTE EPITACIO PESSOA  221","LOJA B","CENTRO","CAMPINA GRANDE","PB","58400025","","cgcred-pb@sicoobne.com.br","83","30659001","S5",NA,NA,NA,NA
2144899,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA XV DE NOVEMBRO  140","","JARDIM TROPICAL","OURO PRETO DO OESTE","RO","76920000","www.sicoobourocredi.combr","sicoob@ourocredi.com.br","69","34161400","S5",NA,NA,NA,NA
1736516,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA RINALDO MARTINS BRAGA  201","","JARDIM BRASILIA","DIVINOPOLIS","MG","35502059","","divicred@divicred.com.br","37","32212791","S5",NA,NA,NA,NA
25387713,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE  PARÁ DE MINAS LTDA - SICOOB CREDIRURAL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"R  BENEDITO VALADARES","535","CENTRO","PARA DE MINAS","MG","35660630","","paraminas315000@sicoobcrediminas.com.br","37","32378800","S5",NA,NA,NA,NA
25528753,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE DIVINÓPOLIS LTDA - SICOOB CREDIVERDE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA GOIAS","1390","CENTRO","DIVINOPOLIS","MG","35500001","www.crediverde.com.br","divinopolis311300@sicoobcrediminas.com.br","37","32168700","S5",NA,NA,NA,NA
71419600,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PRAÇA DA MATRIZ","80","CENTRO","FRUTAL","MG","38200088","www.sicoobfrutal.com.br","frutal312000@sicoobcrediminas.com.br","34","34218184","S5",NA,NA,NA,NA
1699652,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUAXUPÉ LTDA. - SICOOB ACICREDI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA CONDE RIBEIRO DO VALLE, 51","","CENTRO","GUAXUPE","MG","37800000","www.acicredi.com.br","recepcao@acicredi.com.br","35","35516191","S5",NA,NA,NA,NA
1657678,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA PIMENTA DE PADUA 1438","","CENTRO","SAO SEBASTIAO DO PARAISO","MG","37950000","http://paraisocred.com.br/","contabilidade@paraisocred.com.br","35","35316700","S5",NA,NA,NA,NA
26178111,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO SÃO FRANCISCO LTDA. - SICOOB CREDIPRATA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  BENEDITO VALADARES","590","CENTRO","LAGOA DA PRATA","MG","35590028","www.sicoobcrediprata.com.br","lagoaprata313600@sicoobcrediminas.com.br","37","32625600","S5",NA,NA,NA,NA
71261184,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CAPARAÓ LTDA. - SICOOB SAÚDE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"R CORONEL ANTONIO DA SILVA","210","CENTRO","CARATINGA","MG","35300032","","unicredcaratinga@veloxmail.com.br","33","33214224","S5",NA,NA,NA,NA
2232383,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA PRESIDENTE TANCREDO NEVES 223","PREDIO","CENTRO","CLAUDIO","MG","35530000","","copermec@copermec.com.br","37","33819500","S5",NA,NA,NA,NA
5158093,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV OLEGARIO MACIEL  110","","CENTRO","CARATINGA","MG","35300365","www.sicoobcredileste.com.br","credileste@credileste.com.br","33","33290700","S5",NA,NA,NA,NA
7599206,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV D, 314","QD E 10 LT 51","SETOR OESTE","GOIANIA","GO","74140160","www.secovicred.com.br","secovicred@secovicred.com.br","62","34160050","S5",NA,NA,NA,NA
26191078,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO SUL DO MARANHÃO - SICREDI SUL DO MARANHÃO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA DORGIVAL PINHEIRO DE SOUSA 900","","CENTRO","IMPERATRIZ","MA","65903270","","","99","35254455","S5",NA,NA,NA,NA
1060307,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PC DR  DURVAL GROSSI  35","","CENTRO","RAUL SOARES","MG","35350000","","raulsoares316400@sicoobcrediminas.com.br","33","33514848","S5",NA,NA,NA,NA
2335109,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DOUTOR ANTONIO CARLOS SOBRAL  162","","CENTRO","CATAGUASES","MG","36770044","www.sicoobcoopemata.com.br","coopemata@coopemata.com.br","32","34214313","S5",NA,NA,NA,NA
1739375,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA BENEDITO VALADARES 800","","CENTRO","LAGOA DA PRATA","MG","35590000","www.lagoacred.com.br","lagoacred@cecremge.org.br","37","32625500","S5",NA,NA,NA,NA
33615055,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV.PRESIDENTE JOSE SARNEY,  N. 36","QUADRA 27 LOTE 36","SETOR JAMIL MIGUEL","ANAPOLIS","GO","75124820","","credicapa@credirural.com.br","62","03131048","S5",NA,NA,NA,NA
71378426,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAXÁ LTDA - SICOOB COOCREZ","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PRACA SAO DOMINGOS  454","","CENTRO","ARAXA","MG","38183226","","coocrez@coocrez.coop.br","34","36691797","S5",NA,NA,NA,NA
71230338,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARCOS LTDA. - SICOOB ARCOMCREDI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA MAGALHAES PINTO  233","","CENTRO","ARCOS","MG","35588000","www.arcomcredi.com.br","arcomcredi@arcomcredi.com.br","37","33511085","S5",NA,NA,NA,NA
694389,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ANACLETO DA SILVA ORTIZ, 282","","CENTRO","SAO JOSE DO CERRITO","SC","88570000","","credisjc@terra.com.br","49","32421257","S5",NA,NA,NA,NA
73326449,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CRUZ ALTA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA GENERAL CAMARA,701","SALA","CENTRO","CRUZ ALTA","RS","98025780","","cruzalta@unicred-rs.com.br","55","33227488","S5",NA,NA,NA,NA
78858107,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE -  SICOOB - CREDIAL SC/RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ESPIRITO SANTO 753","","CENTRO","CUNHA PORA","SC","89890000","","credial@smo.com.br","49","36460300","S5",NA,NA,NA,NA
78862083,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA CEL FARRAPO, 719","SALA 01","CENTRO","CAMPOS NOVOS","SC","89620000","www.sicoobsc.com.br","credicampos@credicampos.com.br","49","35416600","S5",NA,NA,NA,NA
86791837,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR   SICOOB CAÇADOR SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"CARLOS SPERANÇA Nº 100","","CENTRO","CACADOR","SC","89500085","www.sicoobcdr.com.br","sicoobcacador@conection.com.br","49","35630998","S5",NA,NA,NA,NA
2254376,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE DORES DO INDAIÁ LTDA - COOPCREDI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  FRANCISCO CAMPOS 707","","CENTRO","DORES DO INDAIA","MG","35610000","","coopcredi@indanet.com.br","37","35512530","S5",NA,NA,NA,NA
12384953,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA CORONEL PROCÓPIO GOMES DE OLIVEIRA, 430","SALA 04","CENTRO","JARAGUA DO SUL","SC","89251200","","cejascred@cejascred.com.br","47","32747800","S5",NA,NA,NA,NA
1566038,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE MANAUS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA AFONSO PENA, 48","","PRACA 14 DE JANEIRO","MANAUS","AM","69020160","www.unisicoob.com.br/uniam","","92","32129200","S5",NA,NA,NA,NA
78840071,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE  SICOOB CREDIAUC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DR. MARURI, 1242","","CENTRO","CONCORDIA","SC","89700168","","crediauc@crediauc.com.br","49","34255480","S5",NA,NA,NA,NA
80959638,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA  BRASIL, Nº 172","","CENTRO","XANXERE","SC","89820000","www.sicoob.com.br","credimoc@credimoc.coop.br","49","34419200","S5",NA,NA,NA,NA
1389651,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA NEREU RAMOS, Nº 2.549","","CENTRO","PAPANDUVA","SC","89370000","","crediplanalto@crediplanalto.com.br","47","36532181","S5",NA,NA,NA,NA
1692448,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA MANOEL PEREIRA DE MEDEIROS Nº 289","","CENTRO","URUPEMA","SC","88625000","","crediserra@crediserra.coop.br","49","32361222","S5",NA,NA,NA,NA
10143743,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DO BRASIL - CREVISC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ANTONIO ZIMMERMANN, Nº 214","1º ANDAR","CENTRO","GUARAMIRIM","SC","89270000","","crevisc@crevisc.coop.br","47","33733592","S5",NA,NA,NA,NA
78834975,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ALVARO SOARES MACHADO, 455","","TRICOLIN","CANOINHAS","SC","89460000","","credica@sicoobcanoinhas.com.br","47","36223311","S5",NA,NA,NA,NA
81016131,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. DOM PEDRO II, 692","","CENTRO","VIDEIRA","SC","89560208","","sicoob@sicoobvda.com.br","49","35335200","S5",NA,NA,NA,NA
78483310,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DO COMERCIO, 248","","CENTRO","ITAPIRANGA","SC","89896000","","contabil@creditapiranga.coop.br","49","36787150","S5",NA,NA,NA,NA
37076205,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LTDA.  SICOOB JUDICIÁRIO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"EQS 102/103, BLOCO A, SOBRELOJA 200","EDIFÍCIO EMPRESARIAL SÃO FRANCISCO","ASA SUL","BRASILIA","DF","70330400","www.sicoobjudiciario.com.br","credisutri@credisutri.com.br","61","32255573","S5",NA,NA,NA,NA
2641969,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DOS IMIGRANTES  Nº 307","","CENTRO","NOVA TRENTO","SC","88270000","","trentocredi@trentocredi.com.br","48","32673500","S5",NA,NA,NA,NA
78825023,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA VISCONDE DO RIO BRANCO, 852","ANDARES 1º E 2º, SUPERIOR","CENTRO","PALMITOS","SC","89887000","","oestecredi@oestecredi.com.br","49","36479900","S5",NA,NA,NA,NA
81607046,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ALMIRANTE BARROSO, 888","PRÉDIO","CENTRO","SAO MIGUEL D'OESTE","SC","89900000","www.sicoobsmo.com.br","sicoobsmo@sicoobsmo.com.br","49","36313800","S5",NA,NA,NA,NA
81367880,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA RUI BARBOSA, 1150","","CENTRO","TURVO","SC","88930000","","credisulca.turvo@credisulca.coop.br","48","35258250","S5",NA,NA,NA,NA
2587492,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS URUBICI - SICOOB CREDIARAUCÁRIA/SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  ADOLFO KONDER  2580","","ESQUINA","URUBICI","SC","88650000","","crediaraucaria@crediaraucaria.coop.br","49","32786327","S5",NA,NA,NA,NA
2090126,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA PE. JOAO BOTERO, 713","","CENTRO","PASSOS MAIA","SC","89687000","www.valcredi.coop.br","valcredi@valcredi.coop.br","49","34373000","S5",NA,NA,NA,NA
78865995,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA BARÃO DO RIO BRANCO, 104","EDIFÍCIO PRIME OFFICE","CENTRO","JOACABA","SC","89600000","","credirio@sicoobjba.com.br","49","35222711","S5",NA,NA,NA,NA
1760242,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA.  SICOOB NOSSACOOP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ARTUR ITABIRANO, 251","SALAS 202 A 207, 301 A 307, 402, 501 E 502","SÃO JOSÉ","BELO HORIZONTE","MG","31275020","www.sicoobnossacoop.com.br","nossacoop@nossacoop.com.br","31","33604900","S5",NA,NA,NA,NA
869687,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA JOAO JULIO DE FARIA","135","CENTRO","BOA ESPERANCA","MG","37170000","","boaespera309800@sicoobcrediminas.com.br","35","38511060","S5",NA,NA,NA,NA
71146450,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DOM INOCENCIO ENGELK","722","CENTRO","CAMPOS GERAIS","MG","37160000","","cgerais310400@sicoobcrediminas.com.br","35","38531840","S5",NA,NA,NA,NA
25743311,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PRAcA DONA MARIA GOULART","N  225","CENTRO","CARMO DO RIO CLARO","MG","37150000","","credicarmo@sicoobcredicarmo.com.br","35","35611561","S5",NA,NA,NA,NA
9576849,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CERES E RIALMA LTDA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. BRASIL, Nº 703B, QD 18B, LT18B","","CENTRO","CERES","GO","76300000","www.sicoobcredicer.com.br","credicer@sicoobcredicer.com.br","62","33074200","S5",NA,NA,NA,NA
71069587,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE DORES DO INDAIÁ LTDA. - SICOOB CREDINDAIÁ","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA FRANCISCO CAMPOS","561","CENTRO","DORES DO INDAIA","MG","35610000","www.portalsicoobcredindaia.com.br","dores311400@sicoobcrediminas.com.br","37","35516100","S5",NA,NA,NA,NA
1720488,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E MICRORREGIÕES LTDA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"ALAMEDA RICARDO PARANHOS  N  291","QUADRA 259  LOTE 14","SETOR MARISTA","GOIANIA","GO","74175020","","sicoobcredmed@sicoobcredmed.com.br","62","35413787","S5",NA,NA,NA,NA
4079285,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA PRESIDENTE ROOSEVELT  N  27","","MORRO CHIC","ITAJUBA","MG","37500070","","coopsul@joka-online.com.br","35","36213534","S5",NA,NA,NA,NA
66463407,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA CAPITAO VICENTE  129","","CENTRO","ITAUNA","MG","35680056","www.sicoobcentrooeste.com.br","sicoobcentrooeste@sicoobcentrooeste.com.br","37","32494350","S5",NA,NA,NA,NA
10143499,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE JATAÍ E REGIÃO LTDA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA JOSÉ MANOEL VILELA, 483 Q. 19 L. 01","","SETOR CENTRO","JATAI","GO","75800008","","cooprem@sicoobcooprem.com.br","64","36321340","S5",NA,NA,NA,NA
7097064,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB CONFIANÇA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA GOIAS  1231","","CENTRO","MARECHAL CANDIDO RONDON","PR","85960000","","sicoob@sicoobmarechal.com.br","45","02842000","S5",NA,NA,NA,NA
37631058,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA QUEROBINO GOMES LEÃO","QUADRA 03, LOTE 14","SAO JOSE","PALMEIRAS DE GOIAS","GO","76190000","","credipalmeiras@sicoobgoias.com.br","64","35711773","S5",NA,NA,NA,NA
71441406,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA COMENDADOR ANTONIO ALVES","825","CENTRO","PEDRO LEOPOLDO","MG","33600000","www.sicoobcredipel.com.br","pedroleo315700@sicoobcrediminas.com.br","31","36603000","S5",NA,NA,NA,NA
